# treaty table, config default
left	right	junction	extension	kern
qsAh.hapax	qsAh.hapax	break	0	0
qsAh.hapax	qsAh.hapax.ex-y5	break	0	0
qsAh.hapax	qsAh.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsAt.falling.ex-y0.ex-ext-3	break	0	0
qsAh.hapax	qsAt.rising	break	0	0
qsAh.hapax	qsAt.rising.ex-y5	break	0	0
qsAh.hapax	qsFee.loop.ex-y5	break	0	0
qsAh.hapax	qsFee.loop.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsFee.loop.ex-y5.ex-ext-3	break	0	0
qsAh.hapax	qsGay.hapax.ex-y5	break	0	0
qsAh.hapax	qsGay.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsGay.hapax.ex-y5.ex-ext-3	break	0	0
qsAh.hapax	qsI.loop	break	0	0
qsAh.hapax	qsI.loop.ex-y5	break	0	0
qsAh.hapax	qsI.loop.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsKey.hapax	break	0	0
qsAh.hapax	qsKey.hapax.ex-y0	break	0	0
qsAh.hapax	qsKey.hapax.ex-y0.ex-con-1	break	0	0
qsAh.hapax	qsLow.hapax	break	0	0
qsAh.hapax	qsLow.hapax.ex-y5	break	0	0
qsAh.hapax	qsLow.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsOoze.hapax	break	0	0
qsAh.hapax	qsOoze.hapax.ex-y0	break	0	0
qsAh.hapax	qsOut.normal	break	0	0
qsAh.hapax	qsOut.swept-up.ex-y5	break	0	0
qsAh.hapax	qsOut.swept-up.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsOut_qsTea.hapax	break	0	0
qsAh.hapax	qsPea.full	break	0	0
qsAh.hapax	qsPea.full.ex-y0	break	0	0
qsAh.hapax	qsPea.half.ex-y5	break	0	0
qsAh.hapax	qsPea.half.ex-y6	break	0	0
qsAh.hapax	qsRoe.hapax.ex-y5	break	0	0
qsAh.hapax	qsSee.curled-over.ex-y6	break	0	0
qsAh.hapax	qsSee.normal	break	0	0
qsAh.hapax	qsSee.normal.ex-y8	break	0	0
qsAh.hapax	qsSee.straighter.ex-y0	break	0	0
qsAh.hapax	qsSee.straighter.ex-y0.ex-ext-2	break	0	0
qsAh.hapax	qsSee.straightest.ex-y0	break	0	0
qsAh.hapax	qsSee_qsUtter.hapax	break	0	0
qsAh.hapax	qsSee_qsUtter.hapax.ex-y5	break	0	0
qsAh.hapax	qsSee_qsUtter.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsTea.full	break	0	0
qsAh.hapax	qsTea.full.ex-y0	break	0	0
qsAh.hapax	qsTea.half.ex-y5	break	0	0
qsAh.hapax	qsTea_qsOy.hapax	break	0	0
qsAh.hapax	qsTea_qsOy.hapax.ex-y0	break	0	0
qsAh.hapax	qsThaw.hapax	break	0	0
qsAh.hapax	qsUtter.alternate.ex-y0	break	0	0
qsAh.hapax	qsUtter.mono	break	0	0
qsAh.hapax	qsUtter.mono.ex-y5	break	0	0
qsAh.hapax	qsUtter.mono.ex-y5.ex-ext-1	break	0	0
qsAh.hapax	qsVie.normal	break	0	0
qsAh.hapax	qsVie.swept-out.ex-y0	break	0	0
qsAh.hapax	qsVie_qsUtter.hapax	break	0	0
qsAh.hapax	qsVie_qsUtter.hapax.ex-y5	break	0	0
qsAh.hapax	qsVie_qsUtter.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsAh.hapax	break	0	0
qsAh.hapax.en-y0	qsAh.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0	qsAh.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsAt.falling.ex-y0.ex-ext-3	break	0	0
qsAh.hapax.en-y0	qsAt.rising	break	0	0
qsAh.hapax.en-y0	qsAt.rising.ex-y5	break	0	0
qsAh.hapax.en-y0	qsFee.loop.ex-y5	break	0	0
qsAh.hapax.en-y0	qsFee.loop.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsFee.loop.ex-y5.ex-ext-3	break	0	0
qsAh.hapax.en-y0	qsGay.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0	qsGay.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsGay.hapax.ex-y5.ex-ext-3	break	0	0
qsAh.hapax.en-y0	qsI.loop	break	0	0
qsAh.hapax.en-y0	qsI.loop.ex-y5	break	0	0
qsAh.hapax.en-y0	qsI.loop.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsKey.hapax	break	0	0
qsAh.hapax.en-y0	qsKey.hapax.ex-y0	break	0	0
qsAh.hapax.en-y0	qsKey.hapax.ex-y0.ex-con-1	break	0	0
qsAh.hapax.en-y0	qsLow.hapax	break	0	0
qsAh.hapax.en-y0	qsLow.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0	qsLow.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsOoze.hapax	break	0	0
qsAh.hapax.en-y0	qsOoze.hapax.ex-y0	break	0	0
qsAh.hapax.en-y0	qsOut.normal	break	0	0
qsAh.hapax.en-y0	qsOut.swept-up.ex-y5	break	0	0
qsAh.hapax.en-y0	qsOut.swept-up.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsOut_qsTea.hapax	break	0	0
qsAh.hapax.en-y0	qsPea.full	break	0	0
qsAh.hapax.en-y0	qsPea.full.ex-y0	break	0	0
qsAh.hapax.en-y0	qsPea.half.ex-y5	break	0	0
qsAh.hapax.en-y0	qsPea.half.ex-y6	break	0	0
qsAh.hapax.en-y0	qsRoe.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0	qsSee.curled-over.ex-y6	break	0	0
qsAh.hapax.en-y0	qsSee.normal	break	0	0
qsAh.hapax.en-y0	qsSee.normal.ex-y8	break	0	0
qsAh.hapax.en-y0	qsSee.straighter.ex-y0	break	0	0
qsAh.hapax.en-y0	qsSee.straighter.ex-y0.ex-ext-2	break	0	0
qsAh.hapax.en-y0	qsSee.straightest.ex-y0	break	0	0
qsAh.hapax.en-y0	qsSee_qsUtter.hapax	break	0	0
qsAh.hapax.en-y0	qsSee_qsUtter.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0	qsSee_qsUtter.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsTea.full	break	0	0
qsAh.hapax.en-y0	qsTea.full.ex-y0	break	0	0
qsAh.hapax.en-y0	qsTea.half.ex-y5	break	0	0
qsAh.hapax.en-y0	qsTea_qsOy.hapax	break	0	0
qsAh.hapax.en-y0	qsTea_qsOy.hapax.ex-y0	break	0	0
qsAh.hapax.en-y0	qsThaw.hapax	break	0	0
qsAh.hapax.en-y0	qsUtter.alternate.ex-y0	break	0	0
qsAh.hapax.en-y0	qsUtter.mono	break	0	0
qsAh.hapax.en-y0	qsUtter.mono.ex-y5	break	0	0
qsAh.hapax.en-y0	qsUtter.mono.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0	qsVie.normal	break	0	0
qsAh.hapax.en-y0	qsVie.swept-out.ex-y0	break	0	0
qsAh.hapax.en-y0	qsVie_qsUtter.hapax	break	0	0
qsAh.hapax.en-y0	qsVie_qsUtter.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0	qsVie_qsUtter.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsAh.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsAh.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsAh.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsAt.falling.ex-y0.ex-ext-3	break	0	0
qsAh.hapax.en-y0.en-con-1	qsAt.rising	break	0	0
qsAh.hapax.en-y0.en-con-1	qsAt.rising.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsFee.loop.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsFee.loop.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsFee.loop.ex-y5.ex-ext-3	break	0	0
qsAh.hapax.en-y0.en-con-1	qsGay.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsGay.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsGay.hapax.ex-y5.ex-ext-3	break	0	0
qsAh.hapax.en-y0.en-con-1	qsI.loop	break	0	0
qsAh.hapax.en-y0.en-con-1	qsI.loop.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsI.loop.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsKey.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsKey.hapax.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsKey.hapax.ex-y0.ex-con-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsLow.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsLow.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsLow.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsOoze.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsOoze.hapax.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsOut.normal	break	0	0
qsAh.hapax.en-y0.en-con-1	qsOut.swept-up.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsOut.swept-up.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsOut_qsTea.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsPea.full	break	0	0
qsAh.hapax.en-y0.en-con-1	qsPea.full.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsPea.half.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsPea.half.ex-y6	break	0	0
qsAh.hapax.en-y0.en-con-1	qsRoe.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee.curled-over.ex-y6	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee.normal	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee.normal.ex-y8	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee.straighter.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee.straighter.ex-y0.ex-ext-2	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee.straightest.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee_qsUtter.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee_qsUtter.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsSee_qsUtter.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsTea.full	break	0	0
qsAh.hapax.en-y0.en-con-1	qsTea.full.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsTea.half.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsTea_qsOy.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsTea_qsOy.hapax.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsThaw.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsUtter.alternate.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsUtter.mono	break	0	0
qsAh.hapax.en-y0.en-con-1	qsUtter.mono.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsUtter.mono.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.en-con-1	qsVie.normal	break	0	0
qsAh.hapax.en-y0.en-con-1	qsVie.swept-out.ex-y0	break	0	0
qsAh.hapax.en-y0.en-con-1	qsVie_qsUtter.hapax	break	0	0
qsAh.hapax.en-y0.en-con-1	qsVie_qsUtter.hapax.ex-y5	break	0	0
qsAh.hapax.en-y0.en-con-1	qsVie_qsUtter.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.en-y0.ex-y5	qsAwe.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsAwe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsBay.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsBay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsDay.full.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsDay.full.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsDay_qsUtter.full.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsDay_qsUtter.full.en-y5.ex-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsDay_qsUtter.full.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsEight.normal-sized-loop.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsEight.normal-sized-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsEight.smaller-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsEt.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsEt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsEt.hapax.en-y5.ex-y0.ex-con-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsFee.reversed-loop.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsGay.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsGay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsIt.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsIt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsIt.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsJai.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5	qsJai.hapax.en-y5.ex-y0.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5	qsJai.hapax.en-y5.ex-y0.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.en-y0.ex-y5	qsJai_qsUtter.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.en-y0.ex-y5	qsNo.loop.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsNo.loop.en-y5.ex-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsNo.loop.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsOx.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsOx.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsOy.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsOy.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsRoe.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsRoe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5	qsRoe.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsAwe.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsAwe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsBay.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsBay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsDay.full.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsDay.full.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsDay_qsUtter.full.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsDay_qsUtter.full.en-y5.ex-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsDay_qsUtter.full.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsEight.normal-sized-loop.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsEight.normal-sized-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsEight.smaller-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsEt.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsEt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsEt.hapax.en-y5.ex-y0.ex-con-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsFee.reversed-loop.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsGay.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsGay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsIt.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsIt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsIt.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsJai.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsJai.hapax.en-y5.ex-y0.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsJai.hapax.en-y5.ex-y0.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsJai_qsUtter.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2	x-height	-2	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsNo.loop.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsNo.loop.en-y5.ex-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsNo.loop.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsOx.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsOx.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsOy.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsOy.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsRoe.hapax.en-y5	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsRoe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1	qsRoe.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.en-y0.ex-y5.en-con-1.ex-ext-1	qsMay.grounded-loop.en-y5.ex-y0	x-height	1	0
qsAh.hapax.en-y0.ex-y5.en-con-1.ex-ext-1	qsMay.loop.en-y5	x-height	1	0
qsAh.hapax.en-y0.ex-y5.ex-ext-1	qsMay.grounded-loop.en-y5.ex-y0	x-height	1	0
qsAh.hapax.en-y0.ex-y5.ex-ext-1	qsMay.loop.en-y5	x-height	1	0
qsAh.hapax.ex-y5	qsAwe.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsAwe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsBay.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsBay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsDay.full.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsDay.full.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsDay_qsUtter.full.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsDay_qsUtter.full.en-y5.ex-y5	x-height	0	0
qsAh.hapax.ex-y5	qsDay_qsUtter.full.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5	qsEight.normal-sized-loop.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsEight.normal-sized-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsEight.smaller-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsEt.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsEt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsEt.hapax.en-y5.ex-y0.ex-con-1	x-height	0	0
qsAh.hapax.ex-y5	qsFee.reversed-loop.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsGay.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsGay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsIt.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsIt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsIt.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5	qsJai.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5	qsJai.hapax.en-y5.ex-y0.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5	qsJai.hapax.en-y5.ex-y0.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.ex-y5	qsJai_qsUtter.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.ex-y5	qsNo.loop.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsNo.loop.en-y5.ex-y5	x-height	0	0
qsAh.hapax.ex-y5	qsNo.loop.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5	qsOx.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsOx.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsOy.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsOy.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsRoe.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5	qsRoe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5	qsRoe.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5.ex-ext-1	qsMay.grounded-loop.en-y5.ex-y0	x-height	1	0
qsAh.hapax.ex-y5.ex-ext-1	qsMay.loop.en-y5	x-height	1	0
qsAh.hapax.ex-y5.locked	qsAwe.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsAwe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsBay.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsBay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsDay.full.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsDay.full.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsDay_qsUtter.full.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsDay_qsUtter.full.en-y5.ex-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsDay_qsUtter.full.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5.locked	qsEight.normal-sized-loop.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsEight.normal-sized-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsEight.smaller-loop.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsEt.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsEt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsEt.hapax.en-y5.ex-y0.ex-con-1	x-height	0	0
qsAh.hapax.ex-y5.locked	qsFee.reversed-loop.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsGay.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsGay.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsIt.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsIt.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsIt.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5.locked	qsJai.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5.locked	qsJai.hapax.en-y5.ex-y0.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5.locked	qsJai.hapax.en-y5.ex-y0.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.ex-y5.locked	qsJai_qsUtter.hapax.en-y5.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5.locked	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2	x-height	-2	0
qsAh.hapax.ex-y5.locked	qsJai_qsUtter.hapax.en-y5.ex-y5.en-con-2.ex-ext-1	x-height	-2	0
qsAh.hapax.ex-y5.locked	qsNo.loop.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsNo.loop.en-y5.ex-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsNo.loop.en-y5.ex-y5.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5.locked	qsOx.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsOx.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsOy.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsOy.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsRoe.hapax.en-y5	x-height	0	0
qsAh.hapax.ex-y5.locked	qsRoe.hapax.en-y5.ex-y0	x-height	0	0
qsAh.hapax.ex-y5.locked	qsRoe.hapax.en-y5.ex-y0.ex-ext-1	x-height	0	0
qsAh.hapax.ex-y5.locked.ex-ext-1	qsMay.grounded-loop.en-y5.ex-y0	x-height	1	0
qsAh.hapax.ex-y5.locked.ex-ext-1	qsMay.loop.en-y5	x-height	1	0
qsAh.hapax.locked	qsAh.hapax	break	0	0
qsAh.hapax.locked	qsAh.hapax.ex-y5	break	0	0
qsAh.hapax.locked	qsAh.hapax.ex-y5.ex-ext-1	break	0	0
qsAh.hapax.locked	qsAt.falling.ex-y0.ex-ext-3	break	0	0
qsAh.hapax.locked	qsAt.rising	break	0	0
qsAh.hapax.locked	qsAt.rising.ex-y5	break	0	0
