config	codepoints	kinds	matched_entry	baseline	new
default	E650:E650	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsPea/half/None/y6/|qsPea/full/y6/None/
default	E650:E665	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1	qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E650:E670	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0	qsPea/half/None/x-height/|qsIt/bar/x-height/None/
default	E652:E665	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E652:E670	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0	qsTea/half/None/x-height/|qsIt/bar/x-height/None/
default	E665:E650	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0	qsMay/loop/None/x-height/|qsPea/full/x-height/None/
default	E665:E652	cell	may-exit-withdrawal-generalized	qsMay|qsTea	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/
default	E665:E665	cell	dangling-anchor-dropped	qsMay.ex-y0|qsMay.en-y0.ex-y5	qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/
default	E665:E670	cell	dangling-anchor-dropped	qsMay.ex-ext-1|qsIt.en-y5.ex-y0	qsMay/loop/None/x-height/ex-ext-1|qsIt/bar/x-height/None/
default	E665:E679	cell	dangling-anchor-dropped	qsMay|qsOy.en-y5.ex-y0	qsMay/loop/None/x-height/|qsOy/loop/x-height/None/
default	E670:E665	cell	dangling-anchor-dropped	qsIt.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsIt/bar/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E670:E670	cell	dangling-anchor-dropped	qsIt.ex-y5|qsIt	qsIt/bar/None/None/|qsIt/bar/None/None/
default	E679:E652	cell	bare-name-live-join	qsOy|qsTea.en-y0	qsOy/loop/None/baseline/|qsTea/full/baseline/None/
default	E679:E665	cell	dangling-anchor-dropped	qsOy|qsMay.en-y0.ex-y5	qsOy/loop/None/baseline/|qsMay/loop/baseline/None/
default	E679:E670	cell	dangling-anchor-dropped	qsOy|qsIt.en-y0.ex-y5	qsOy/loop/None/baseline/|qsIt/bar/baseline/None/
default	0020:E650:E650	cell	dangling-anchor-dropped	space|qsPea.half.en-y6.ex-y6|qsPea.en-y6	space/boundary/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
default	0020:E650:E665	cell	dangling-anchor-dropped	space|qsPea|qsMay.en-y0.ex-y5.en-ext-1	space/boundary/None/None/|qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	0020:E650:E670	cell	dangling-anchor-dropped	space|qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0	space/boundary/None/None/|qsPea/half/None/x-height/|qsIt/bar/x-height/None/
default	0020:E652:E665	cell	dangling-anchor-dropped	space|qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	space/boundary/None/None/|qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	0020:E652:E670	cell	dangling-anchor-dropped	space|qsTea.half.ex-y5|qsIt.en-y5.ex-y0	space/boundary/None/None/|qsTea/half/None/x-height/|qsIt/bar/x-height/None/
default	0020:E665:E650	cell	dangling-anchor-dropped	space|qsMay|qsPea.en-y5.ex-y0	space/boundary/None/None/|qsMay/loop/None/x-height/|qsPea/full/x-height/None/
default	0020:E665:E652	cell	may-exit-withdrawal-generalized	space|qsMay|qsTea	space/boundary/None/None/|qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/
default	0020:E665:E665	cell	dangling-anchor-dropped	space|qsMay.ex-y0|qsMay.en-y0.ex-y5	space/boundary/None/None/|qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/
default	0020:E665:E670	cell	dangling-anchor-dropped	space|qsMay.ex-ext-1|qsIt.en-y5.ex-y0	space/boundary/None/None/|qsMay/loop/None/x-height/ex-ext-1|qsIt/bar/x-height/None/
default	0020:E665:E679	cell	dangling-anchor-dropped	space|qsMay|qsOy.en-y5.ex-y0	space/boundary/None/None/|qsMay/loop/None/x-height/|qsOy/loop/x-height/None/
default	0020:E670:E665	cell	dangling-anchor-dropped	space|qsIt.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	space/boundary/None/None/|qsIt/bar/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	0020:E670:E670	cell	dangling-anchor-dropped	space|qsIt.ex-y5|qsIt	space/boundary/None/None/|qsIt/bar/None/None/|qsIt/bar/None/None/
default	0020:E679:E652	cell	bare-name-live-join	space|qsOy|qsTea.en-y0	space/boundary/None/None/|qsOy/loop/None/baseline/|qsTea/full/baseline/None/
default	0020:E679:E665	cell	dangling-anchor-dropped	space|qsOy|qsMay.en-y0.ex-y5	space/boundary/None/None/|qsOy/loop/None/baseline/|qsMay/loop/baseline/None/
default	0020:E679:E670	cell	dangling-anchor-dropped	space|qsOy|qsIt.en-y0.ex-y5	space/boundary/None/None/|qsOy/loop/None/baseline/|qsIt/bar/baseline/None/
default	00B7:E650:E650	cell	dangling-anchor-dropped	periodcentered|qsPea.half.en-y6.ex-y6|qsPea.en-y6	namer-dot/boundary/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
default	00B7:E650:E665	cell	dangling-anchor-dropped	periodcentered|qsPea|qsMay.en-y0.ex-y5.en-ext-1	namer-dot/boundary/None/None/|qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	00B7:E650:E670	cell	dangling-anchor-dropped	periodcentered|qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0	namer-dot/boundary/None/None/|qsPea/half/None/x-height/|qsIt/bar/x-height/None/
default	00B7:E652:E665	cell	dangling-anchor-dropped	periodcentered|qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	namer-dot/boundary/None/None/|qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	00B7:E652:E670	cell	dangling-anchor-dropped	periodcentered|qsTea.half.ex-y5|qsIt.en-y5.ex-y0	namer-dot/boundary/None/None/|qsTea/half/None/x-height/|qsIt/bar/x-height/None/
default	00B7:E665:E650	cell	dangling-anchor-dropped	periodcentered|qsMay|qsPea.en-y5.ex-y0	namer-dot/boundary/None/None/|qsMay/loop/None/x-height/|qsPea/full/x-height/None/
default	00B7:E665:E652	cell	may-exit-withdrawal-generalized	periodcentered|qsMay|qsTea	namer-dot/boundary/None/None/|qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/
default	00B7:E665:E665	cell	dangling-anchor-dropped	periodcentered|qsMay.ex-y0|qsMay.en-y0.ex-y5	namer-dot/boundary/None/None/|qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/
default	00B7:E665:E670	cell	dangling-anchor-dropped	periodcentered|qsMay.ex-ext-1|qsIt.en-y5.ex-y0	namer-dot/boundary/None/None/|qsMay/loop/None/x-height/ex-ext-1|qsIt/bar/x-height/None/
default	00B7:E665:E679	cell	dangling-anchor-dropped	periodcentered|qsMay|qsOy.en-y5.ex-y0	namer-dot/boundary/None/None/|qsMay/loop/None/x-height/|qsOy/loop/x-height/None/
default	00B7:E670:E665	cell	dangling-anchor-dropped	periodcentered.lowered|qsIt.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	namer-dot/boundary/None/None/|qsIt/bar/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	00B7:E670:E670	cell	dangling-anchor-dropped	periodcentered.lowered|qsIt.ex-y5|qsIt	namer-dot/boundary/None/None/|qsIt/bar/None/None/|qsIt/bar/None/None/
default	00B7:E679:E652	cell	bare-name-live-join	periodcentered.lowered|qsOy|qsTea.en-y0	namer-dot/boundary/None/None/|qsOy/loop/None/baseline/|qsTea/full/baseline/None/
default	00B7:E679:E665	cell	dangling-anchor-dropped	periodcentered.lowered|qsOy|qsMay.en-y0.ex-y5	namer-dot/boundary/None/None/|qsOy/loop/None/baseline/|qsMay/loop/baseline/None/
default	00B7:E679:E670	cell	dangling-anchor-dropped	periodcentered.lowered|qsOy|qsIt.en-y0.ex-y5	namer-dot/boundary/None/None/|qsOy/loop/None/baseline/|qsIt/bar/baseline/None/
default	200C:E650:E665	cell	zwnj-word-initial-unification	space|qsPea.noentry|qsMay.en-y0.ex-y5.en-ext-1	zwnj/boundary/None/None/|qsPea/full/None/baseline/locked|qsMay/loop/baseline/None/en-ext-1
default	200C:E650:E670	cell	zwnj-word-initial-unification	space|qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0	zwnj/boundary/None/None/|qsPea/half/None/x-height/locked|qsIt/bar/x-height/None/
default	200C:E652:E652	cell	zwnj-word-initial-unification	space|qsTea.ex-y0|qsTea	zwnj/boundary/None/None/|qsTea/full/None/None/locked|qsTea/full/None/None/
default	200C:E652:E665	cell	zwnj-word-initial-unification	space|qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	zwnj/boundary/None/None/|qsTea/full/None/baseline/locked|qsMay/loop/baseline/None/en-ext-1
default	200C:E652:E670	cell	dangling-anchor-dropped	space|qsTea.half.en-y8.ex-y5.noentry|qsIt.en-y5.ex-y0	zwnj/boundary/None/None/|qsTea/half/None/x-height/locked|qsIt/bar/x-height/None/
default	200C:E652:E679	ligation	marker-staging-ligature-formation	space|qsTea.noentry|qsOy	zwnj/boundary/None/None/|qsTea_qsOy/bar-into-loop/None/None/
default	200C:E665:E650	cell	zwnj-word-initial-unification	space|qsMay.noentry|qsPea.en-y5.ex-y0	zwnj/boundary/None/None/|qsMay/loop/None/x-height/locked|qsPea/full/x-height/None/
default	200C:E665:E652	cell	may-exit-withdrawal-generalized	space|qsMay.noentry|qsTea	zwnj/boundary/None/None/|qsMay/loop/None/None/locked+ex-bind-pulled-back|qsTea/full/None/None/
default	200C:E665:E665	cell	zwnj-word-initial-unification	space|qsMay.ex-y0|qsMay.en-y0.ex-y5	zwnj/boundary/None/None/|qsMay/grounded-loop/None/baseline/locked|qsMay/loop/baseline/None/
default	200C:E665:E670	cell	zwnj-word-initial-unification	space|qsMay.ex-ext-1|qsIt.en-y5.ex-y0	zwnj/boundary/None/None/|qsMay/loop/None/x-height/locked+ex-ext-1|qsIt/bar/x-height/None/
default	200C:E665:E679	cell	zwnj-word-initial-unification	space|qsMay.noentry|qsOy.en-y5.ex-y0	zwnj/boundary/None/None/|qsMay/loop/None/x-height/locked|qsOy/loop/x-height/None/
default	200C:E670:E665	cell	zwnj-word-initial-unification	space|qsIt.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	zwnj/boundary/None/None/|qsIt/bar/None/baseline/locked|qsMay/loop/baseline/None/en-ext-1
default	200C:E670:E670	cell	zwnj-word-initial-unification	space|qsIt.ex-y5|qsIt	zwnj/boundary/None/None/|qsIt/bar/None/None/locked|qsIt/bar/None/None/
default	200C:E679:E652	cell	zwnj-word-initial-unification	space|qsOy.noentry|qsTea.en-y0	zwnj/boundary/None/None/|qsOy/loop/None/baseline/locked|qsTea/full/baseline/None/
default	200C:E679:E665	cell	zwnj-word-initial-unification	space|qsOy.noentry|qsMay.en-y0.ex-y5	zwnj/boundary/None/None/|qsOy/loop/None/baseline/locked|qsMay/loop/baseline/None/
default	200C:E679:E670	cell	zwnj-word-initial-unification	space|qsOy.noentry|qsIt.en-y0.ex-y5	zwnj/boundary/None/None/|qsOy/loop/None/baseline/locked|qsIt/bar/baseline/None/
default	E650:E650:0020	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6|space	qsPea/half/None/y6/|qsPea/full/y6/None/|space/boundary/None/None/
default	E650:E650:00B7	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6|periodcentered	qsPea/half/None/y6/|qsPea/full/y6/None/|namer-dot/boundary/None/None/
default	E650:E650:200C	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6|space	qsPea/half/None/y6/|qsPea/full/y6/None/|zwnj/boundary/None/None/
default	E650:E650:E650	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsPea/half/None/y6/|qsPea/half/y6/y6/|qsPea/full/y6/None/
default	E650:E650:E652	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6.ex-y0|qsTea	qsPea/half/None/y6/|qsPea/full/y6/None/|qsTea/full/None/None/
default	E650:E650:E665	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsPea/half/None/y6/|qsPea/full/y6/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E650:E650:E670	cell,seam	pea-chain-regularized	qsPea|qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0	qsPea/half/None/y6/|qsPea/half/y6/x-height/|qsIt/bar/x-height/None/
default	E650:E650:E679	cell	dangling-anchor-dropped	qsPea.half.en-y6.ex-y6|qsPea.en-y6|qsOy	qsPea/half/None/y6/|qsPea/full/y6/None/|qsOy/loop/None/None/
default	E650:E652:E665	cell	dangling-anchor-dropped	qsPea|qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsPea/full/None/None/|qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E650:E652:E670	cell	dangling-anchor-dropped	qsPea|qsTea.half.ex-y5|qsIt.en-y5.ex-y0	qsPea/full/None/None/|qsTea/half/None/x-height/|qsIt/bar/x-height/None/
default	E650:E665:0020	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1|space	qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1|space/boundary/None/None/
default	E650:E665:00B7	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1|periodcentered	qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1|namer-dot/boundary/None/None/
default	E650:E665:200C	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1|space	qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1|zwnj/boundary/None/None/
default	E650:E665:E650	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1.ex-ext-1|qsPea.en-y5.ex-y0	qsPea/full/None/baseline/|qsMay/loop/baseline/x-height/en-ext-1+ex-ext-1|qsPea/full/x-height/None/
default	E650:E665:E652	cell	may-exit-withdrawal-generalized	qsPea|qsMay.en-y0.ex-y5.en-ext-1|qsTea	qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1+ex-bind-pulled-back|qsTea/full/None/None/
default	E650:E665:E665	cell	may-exit-withdrawal-generalized	qsPea|qsMay.en-y0.ex-y5.en-ext-1|qsMay	qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1+ex-bind-pulled-back|qsMay/loop/None/None/
default	E650:E665:E670	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1.ex-ext-1|qsIt.en-y5.ex-y0	qsPea/full/None/baseline/|qsMay/loop/baseline/x-height/en-ext-1+ex-ext-1|qsIt/bar/x-height/None/
default	E650:E665:E679	cell	dangling-anchor-dropped	qsPea|qsMay.en-y0.ex-y5.en-ext-1.ex-ext-1|qsOy.en-y5.ex-y0	qsPea/full/None/baseline/|qsMay/loop/baseline/x-height/en-ext-1+ex-ext-1|qsOy/loop/x-height/None/
default	E650:E670:0020	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|space	qsPea/half/None/x-height/|qsIt/bar/x-height/None/|space/boundary/None/None/
default	E650:E670:00B7	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|periodcentered	qsPea/half/None/x-height/|qsIt/bar/x-height/None/|namer-dot/boundary/None/None/
default	E650:E670:200C	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|space	qsPea/half/None/x-height/|qsIt/bar/x-height/None/|zwnj/boundary/None/None/
default	E650:E670:E650	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|qsPea	qsPea/half/None/x-height/|qsIt/bar/x-height/None/|qsPea/full/None/None/
default	E650:E670:E652	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|qsTea	qsPea/half/None/x-height/|qsIt/bar/x-height/None/|qsTea/full/None/None/
default	E650:E670:E665	cell	same-seam-extension-non-summing	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0.ex-ext-1|qsMay.en-y0.ex-y5.en-ext-1	qsPea/half/None/x-height/|qsIt/bar/x-height/baseline/ex-ext-1|qsMay/loop/baseline/None/
default	E650:E670:E670	cell,seam	entered-it-baseline-join-gain	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|qsIt	qsPea/half/None/x-height/|qsIt/bar/x-height/baseline/ex-ext-1|qsIt/bar/baseline/None/
default	E650:E670:E679	cell	dangling-anchor-dropped	qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0|qsOy	qsPea/half/None/x-height/|qsIt/bar/x-height/None/|qsOy/loop/None/None/
default	E650:E679:E652	cell	bare-name-live-join	qsPea|qsOy|qsTea.en-y0	qsPea/full/None/None/|qsOy/loop/None/baseline/|qsTea/full/baseline/None/
default	E650:E679:E665	cell	dangling-anchor-dropped	qsPea|qsOy|qsMay.en-y0.ex-y5	qsPea/full/None/None/|qsOy/loop/None/baseline/|qsMay/loop/baseline/None/
default	E650:E679:E670	cell	dangling-anchor-dropped	qsPea|qsOy|qsIt.en-y0.ex-y5	qsPea/full/None/None/|qsOy/loop/None/baseline/|qsIt/bar/baseline/None/
default	E652:E650:E650	cell	dangling-anchor-dropped	qsTea|qsPea.half.en-y6.ex-y6|qsPea.en-y6	qsTea/full/None/None/|qsPea/half/None/y6/|qsPea/full/y6/None/
default	E652:E650:E665	cell	dangling-anchor-dropped	qsTea|qsPea|qsMay.en-y0.ex-y5.en-ext-1	qsTea/full/None/None/|qsPea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E652:E650:E670	cell	dangling-anchor-dropped	qsTea|qsPea.half.ex-y5.ex-dips|qsIt.en-y5.ex-y0	qsTea/full/None/None/|qsPea/half/None/x-height/|qsIt/bar/x-height/None/
default	E652:E652:E665	cell	dangling-anchor-dropped	qsTea|qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsTea/full/None/None/|qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E652:E652:E670	cell	dangling-anchor-dropped	qsTea|qsTea.half.ex-y5|qsIt.en-y5.ex-y0	qsTea/full/None/None/|qsTea/half/None/x-height/|qsIt/bar/x-height/None/
default	E652:E665:0020	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1|space	qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1|space/boundary/None/None/
default	E652:E665:00B7	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1|periodcentered	qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1|namer-dot/boundary/None/None/
default	E652:E665:200C	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1|space	qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1|zwnj/boundary/None/None/
default	E652:E665:E650	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1.ex-ext-1|qsPea.en-y5.ex-y0	qsTea/full/None/baseline/|qsMay/loop/baseline/x-height/en-ext-1+ex-ext-1|qsPea/full/x-height/None/
default	E652:E665:E652	cell	may-exit-withdrawal-generalized	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1|qsTea	qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1+ex-bind-pulled-back|qsTea/full/None/None/
default	E652:E665:E665	cell	may-exit-withdrawal-generalized	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1|qsMay	qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1+ex-bind-pulled-back|qsMay/loop/None/None/
default	E652:E665:E670	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1.ex-ext-1|qsIt.en-y5.ex-y0	qsTea/full/None/baseline/|qsMay/loop/baseline/x-height/en-ext-1+ex-ext-1|qsIt/bar/x-height/None/
default	E652:E665:E679	cell	dangling-anchor-dropped	qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1.ex-ext-1|qsOy.en-y5.ex-y0	qsTea/full/None/baseline/|qsMay/loop/baseline/x-height/en-ext-1+ex-ext-1|qsOy/loop/x-height/None/
default	E652:E670:0020	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|space	qsTea/half/None/x-height/|qsIt/bar/x-height/None/|space/boundary/None/None/
default	E652:E670:00B7	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|periodcentered	qsTea/half/None/x-height/|qsIt/bar/x-height/None/|namer-dot/boundary/None/None/
default	E652:E670:200C	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|space	qsTea/half/None/x-height/|qsIt/bar/x-height/None/|zwnj/boundary/None/None/
default	E652:E670:E650	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|qsPea	qsTea/half/None/x-height/|qsIt/bar/x-height/None/|qsPea/full/None/None/
default	E652:E670:E652	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|qsTea	qsTea/half/None/x-height/|qsIt/bar/x-height/None/|qsTea/full/None/None/
default	E652:E670:E665	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0.ex-ext-1|qsMay.en-y0.ex-y5	qsTea/half/None/x-height/|qsIt/bar/x-height/baseline/ex-ext-1|qsMay/loop/baseline/None/
default	E652:E670:E670	cell,seam	entered-it-baseline-join-gain	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|qsIt	qsTea/half/None/x-height/|qsIt/bar/x-height/baseline/ex-ext-1|qsIt/bar/baseline/None/
default	E652:E670:E679	cell	dangling-anchor-dropped	qsTea.half.ex-y5|qsIt.en-y5.ex-y0|qsOy	qsTea/half/None/x-height/|qsIt/bar/x-height/None/|qsOy/loop/None/None/
default	E652:E679:E652	cell	bare-name-live-join	qsTea_qsOy|qsTea.en-y0	qsTea_qsOy/bar-into-loop/None/baseline/|qsTea/full/baseline/None/
default	E652:E679:E665	cell	dangling-anchor-dropped	qsTea_qsOy|qsMay.en-y0.ex-y5.en-ext-1	qsTea_qsOy/bar-into-loop/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E652:E679:E670	cell	dangling-anchor-dropped	qsTea_qsOy|qsIt.en-y0.ex-y5	qsTea_qsOy/bar-into-loop/None/baseline/|qsIt/bar/baseline/None/
default	E665:E650:0020	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|space	qsMay/loop/None/x-height/|qsPea/full/x-height/None/|space/boundary/None/None/
default	E665:E650:00B7	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|periodcentered	qsMay/loop/None/x-height/|qsPea/full/x-height/None/|namer-dot/boundary/None/None/
default	E665:E650:200C	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|space	qsMay/loop/None/x-height/|qsPea/full/x-height/None/|zwnj/boundary/None/None/
default	E665:E650:E650	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|qsPea	qsMay/loop/None/x-height/|qsPea/full/x-height/None/|qsPea/full/None/None/
default	E665:E650:E652	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|qsTea	qsMay/loop/None/x-height/|qsPea/full/x-height/None/|qsTea/full/None/None/
default	E665:E650:E665	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsMay/loop/None/x-height/|qsPea/full/x-height/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E665:E650:E670	cell	dangling-anchor-dropped	qsMay|qsPea.half.en-y5.ex-y5|qsIt.en-y5.ex-y0	qsMay/loop/None/x-height/|qsPea/half/x-height/x-height/|qsIt/bar/x-height/None/
default	E665:E650:E679	cell	dangling-anchor-dropped	qsMay|qsPea.en-y5.ex-y0|qsOy	qsMay/loop/None/x-height/|qsPea/full/x-height/None/|qsOy/loop/None/None/
default	E665:E652:0020	cell	may-exit-withdrawal-generalized	qsMay|qsTea|space	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/|space/boundary/None/None/
default	E665:E652:00B7	cell	may-exit-withdrawal-generalized	qsMay|qsTea|periodcentered	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/|namer-dot/boundary/None/None/
default	E665:E652:200C	cell	may-exit-withdrawal-generalized	qsMay|qsTea|space	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/|zwnj/boundary/None/None/
default	E665:E652:E650	cell	may-exit-withdrawal-generalized	qsMay|qsTea|qsPea	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/|qsPea/full/None/None/
default	E665:E652:E652	cell	may-exit-withdrawal-generalized	qsMay|qsTea|qsTea	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/None/|qsTea/full/None/None/
default	E665:E652:E665	cell	may-exit-withdrawal-generalized	qsMay|qsTea.ex-y0|qsMay.en-y0.ex-y5.en-ext-1	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/full/None/baseline/|qsMay/loop/baseline/None/en-ext-1
default	E665:E652:E670	cell	may-exit-withdrawal-generalized	qsMay|qsTea.half.ex-y5|qsIt.en-y5.ex-y0	qsMay/loop/None/None/ex-bind-pulled-back|qsTea/half/None/x-height/|qsIt/bar/x-height/None/
default	E665:E652:E679	cell	may-exit-withdrawal-generalized	qsMay|qsTea_qsOy	qsMay/loop/None/None/ex-bind-pulled-back|qsTea_qsOy/bar-into-loop/None/None/
default	E665:E665:0020	cell	dangling-anchor-dropped	qsMay.ex-y0|qsMay.en-y0.ex-y5|space	qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/|space/boundary/None/None/
default	E665:E665:00B7	cell	dangling-anchor-dropped	qsMay.ex-y0|qsMay.en-y0.ex-y5|periodcentered	qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/|namer-dot/boundary/None/None/
default	E665:E665:200C	cell	dangling-anchor-dropped	qsMay.ex-y0|qsMay.en-y0.ex-y5|space	qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/|zwnj/boundary/None/None/
default	E665:E665:E650	cell	dangling-anchor-dropped	qsMay.ex-y0|qsMay.en-y0.ex-y5.ex-ext-1|qsPea.en-y5.ex-y0	qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/x-height/ex-ext-1|qsPea/full/x-height/None/
default	E665:E665:E652	cell	may-exit-withdrawal-generalized	qsMay.ex-y0|qsMay.en-y0.ex-y5|qsTea	qsMay/grounded-loop/None/baseline/|qsMay/loop/baseline/None/ex-bind-pulled-back|qsTea/full/None/None/
